fecha	alpha	lambda	tree_method	grow_policy	max_bin	max_leaves	scale_pos_weight	eta	colsample_bytree	min_child_weight	max_depth	gamma	subsample	nrounds	ganancia	iteracion
20230721 022634	0	0	auto	depthwise	256	0	7.16421936789185	0.869710174574663	0.239957494167277	998	998	100	0.536027312570128	100	0.847105226436229	375
20230721 025343	0	0	auto	depthwise	256	0	7.16421936789185	0.0100203929372822	0.678704887599911	8	999	27	0.725900475168594	9963	0.858161211252132	376
20230721 025552	0	0	auto	depthwise	256	0	7.16421936789185	0.20676543427906	0.201760308558389	36	2	20	0.838623003044775	627	0.856316341310246	377
20230721 031501	0	0	auto	depthwise	256	0	7.16421936789185	0.0102274261415728	0.744371844201385	1	15	25	0.498250014617896	6201	0.858236452177734	378
20230721 033158	0	0	auto	depthwise	256	0	7.16421936789185	0.0101455879557909	0.392334595427606	12	402	17	0.592564362111156	5367	0.858475934121099	379
20230721 033251	0	0	auto	depthwise	256	0	7.16421936789185	0.629970830130918	0.99899383318488	98	836	46	0.633335694092357	165	0.854415601871567	380
20230721 033321	0	0	auto	depthwise	256	0	7.16421936789185	0.795276638196849	0.999658321238618	470	321	17	0.998331286079818	71	0.854504064686007	381
20230721 033734	0	0	auto	depthwise	256	0	7.16421936789185	0.0409077960397839	0.717272820858564	7	975	32	0.592814936573751	1298	0.857864025203556	382
20230721 034034	0	0	auto	depthwise	256	0	7.16421936789185	0.107618072782427	0.996688217054279	5	32	48	0.460984395831769	975	0.85700364511686	383
20230721 035126	0	0	auto	depthwise	256	0	7.16421936789185	0.0100634847069074	0.36977665340823	4	396	14	0.641862360259395	3176	0.858480429872751	384
20230721 035244	0	0	auto	depthwise	256	0	7.16421936789185	0.345524683412942	0.999849380965735	85	143	29	0.965918060916894	268	0.856985375864633	385
20230721 035313	0	0	auto	depthwise	256	0	7.16421936789185	0.472278006693067	0.733541118346891	113	991	44	0.499707890679283	42	0.854840666480573	386
20230721 035338	0	0	auto	depthwise	256	0	7.16421936789185	0.670014907369838	0.998789200044895	166	284	35	0.998329494837666	49	0.854360813262312	387
20230721 041805	0	0	auto	depthwise	256	0	7.16421936789185	0.0100834406383551	0.783663389590607	18	76	21	0.586815182886615	8240	0.858324208186373	388
20230721 041855	0	0	auto	depthwise	256	0	7.16421936789185	0.157629067638913	0.631145549311891	887	1000	56	0.514979266703985	86	0.852591040629869	389
20230721 042359	0	0	auto	depthwise	256	0	7.16421936789185	0.0104198060869082	0.410136545595968	974	30	0	0.988583455083153	732	0.855423613345013	390
20230721 042851	0	0	auto	depthwise	256	0	7.16421936789185	0.0100649795462396	0.511047753828991	596	786	54	0.999251782577329	1250	0.855285526415855	391
20230721 043030	0	0	auto	depthwise	256	0	7.16421936789185	0.15694046729754	0.671835467226595	0	1000	96	0.611269563121877	437	0.854841606012282	392
20230721 043100	0	0	auto	depthwise	256	0	7.16421936789185	0.446920964496356	0.333522711121746	881	64	6	0.999212214307559	48	0.854865080151063	393
20230721 043132	0	0	auto	depthwise	256	0	7.16421936789185	0.267669148387413	0.490030415482796	999	315	1	0.999629121276682	27	0.855026888320452	394
20230721 045438	0	0	auto	depthwise	256	0	7.16421936789185	0.0100671965306353	0.271138497851656	27	360	14	0.584851253930763	7578	0.858223732383264	395
20230721 045517	0	0	auto	depthwise	256	0	7.16421936789185	0.307151629065495	0.200603313745623	619	1000	72	0.997457411349345	54	0.853251825893524	396
20230721 045641	0	0	auto	depthwise	256	0	7.16421936789185	0.274379181663233	0.981660106353793	549	993	100	0.604831037603511	427	0.853778684968309	397
20230721 051454	0	0	auto	depthwise	256	0	7.16421936789185	0.0101859145829588	0.881791301820827	44	857	23	0.999829434850244	6559	0.857475971762504	398
20230721 054301	0	0	auto	depthwise	256	0	7.16421936789185	0.0101458623768304	0.857984593637287	0	257	33	0.476336380631239	9997	0.857907576089731	399
20230721 054338	0	0	auto	depthwise	256	0	7.16421936789185	0.209532152473101	0.999915500899278	86	1000	94	0.997086029665452	37	0.855094490108876	400
20230721 054444	0	0	auto	depthwise	256	0	7.16421936789185	0.76673351596783	0.20144846096985	140	999	21	0.665574630282422	293	0.854088505283976	401
20230721 054731	0	0	auto	depthwise	256	0	7.16421936789185	0.0103606447084044	0.616643271133292	1000	566	100	0.998828284073318	437	0.853901377422787	402
20230721 061433	0	0	auto	depthwise	256	0	7.16421936789185	0.0104099993265842	0.784360263666813	1	15	43	0.253884797260053	9957	0.857016189581339	403
20230721 061517	0	0	auto	depthwise	256	0	7.16421936789185	0.338322828972145	0.20669937984536	0	405	100	0.999496678697286	55	0.853419623792604	404
20230721 063941	0	0	auto	depthwise	256	0	7.16421936789185	0.0100453719287244	0.895475931553112	10	11	26	0.59952504810091	8238	0.858130687878888	405
20230721 070310	0	0	auto	depthwise	256	0	7.16421936789185	0.0100322540017801	0.998296112966241	852	2	0	0.59345494299067	7555	0.85423120897799	406
20230721 072455	0	0	auto	depthwise	256	0	7.16421936789185	0.0101881221751509	0.814344621836046	0	63	26	0.448555211413591	7098	0.858189192516701	407
20230721 074858	0	0	auto	depthwise	256	0	7.16421936789185	0.0100383497991997	0.861638655754936	58	5	22	0.999867140001098	8908	0.856973171803861	408
20230721 081559	0	0	auto	depthwise	256	0	7.16421936789185	0.0100463933516138	0.995683375479003	1	873	32	0.737119052138525	9979	0.857761084165015	409
20230721 081815	0	0	auto	depthwise	256	0	7.16421936789185	0.166604167377845	0.768453320209385	75	999	43	0.85397688306126	656	0.856804714964425	410
20230721 081835	0	0	auto	depthwise	256	0	7.16421936789185	0.651656946160727	0.749735012186863	1000	951	100	0.997858219661374	8	0.851737289682231	411
20230721 082015	0	0	auto	depthwise	256	0	7.16421936789185	0.547986994513878	0.201541854617234	102	931	21	0.751323469607544	501	0.855575549926557	412
20230721 082814	0	0	auto	depthwise	256	0	7.16421936789185	0.0100527090675736	0.56292042336368	1	962	20	0.263995128193073	2160	0.858001469066919	413
20230721 085406	0	0	auto	depthwise	256	0	7.16421936789185	0.0101125783570694	0.212352091542556	1000	230	64	0.809282130066345	9996	0.853371784914739	414
20230721 090237	0	0	auto	depthwise	256	0	7.16421936789185	0.0244664070335605	0.481213268317777	11	942	20	0.735596403068522	2712	0.858393352093387	415
20230721 092936	0	0	auto	depthwise	256	0	7.16421936789185	0.0101007013066251	0.439959211260345	2	401	20	0.759364295348126	9978	0.858397318709673	416
20230721 093030	0	0	auto	depthwise	256	0	7.16421936789185	0.556185906234764	0.727458423474919	127	94	86	0.581457882135834	171	0.85220690651733	417
20230721 093052	0	0	auto	depthwise	256	0	7.16421936789185	0.820720937366524	0.419140269079462	640	999	80	0.999371456638227	18	0.85072724669376	418
20230721 095501	0	0	auto	depthwise	256	0	7.16421936789185	0.0103489137225536	0.755081264139417	9	218	26	0.603321599124036	8217	0.858215484918398	419
20230721 102116	0	0	auto	depthwise	256	0	7.16421936789185	0.0103458038953297	0.336258425514219	3	24	57	0.250378971779411	9996	0.855347512267856	420
20230721 102202	0	0	auto	depthwise	256	0	7.16421936789185	0.216510159384787	0.8373759613613	1	262	77	0.999668796020873	75	0.855642253195641	421
20230721 103731	0	0	auto	depthwise	256	0	7.16421936789185	0.0109548808251583	0.559623103353893	18	152	20	0.646479557436403	5061	0.858358708452005	422
20230721 103827	0	0	auto	depthwise	256	0	7.16421936789185	0.400750660282738	0.994790524786812	603	30	20	0.667875953499977	162	0.855150130607188	423
20230721 104827	0	0	auto	depthwise	256	0	7.16421936789185	0.0333001209571621	0.979715168643169	0	757	54	0.487380621438524	3492	0.85678149469343	424
20230721 105441	0	0	auto	depthwise	256	0	7.16421936789185	0.0198887859514159	0.205391216808578	14	938	9	0.963280094271913	1824	0.857976301118729	425
20230721 105518	0	0	auto	depthwise	256	0	7.16421936789185	0.214443710090095	0.646841795582657	816	49	6	0.614292463073609	41	0.854322788541765	426
20230721 112247	0	0	auto	depthwise	256	0	7.16421936789185	0.010113313081463	0.391584978606736	13	964	19	0.697897261401141	9960	0.858418257047124	427
20230721 112509	0	0	auto	depthwise	256	0	7.16421936789185	0.219992649109984	0.577250760549121	24	999	34	0.65993570727442	701	0.857135520254705	428
20230721 113830	0	0	auto	depthwise	256	0	7.16421936789185	0.0104685918681399	0.584424901417904	15	770	21	0.446610430974672	4104	0.858315623289538	429
20230721 115730	0	0	auto	depthwise	256	0	7.16421936789185	0.0102790341188207	0.38392052747806	16	781	13	0.73732565447981	6278	0.858516721017015	430
20230721 115824	0	0	auto	depthwise	256	0	7.16421936789185	0.456422840025038	0.999142254560662	130	46	46	0.699518245589203	148	0.855297342336404	431
20230721 121331	0	0	auto	depthwise	256	0	7.16421936789185	0.010355004532897	0.396727135637531	39	911	12	0.975630954894609	5062	0.858285445196151	432
20230721 121418	0	0	auto	depthwise	256	0	7.16421936789185	0.148613911078281	0.837926247078681	551	782	20	0.998608718042541	42	0.856104579382845	433
20230721 123309	0	0	auto	depthwise	256	0	7.16421936789185	0.0102683662840808	0.942464819128012	17	256	24	0.505960553511057	6129	0.85820392834216	434
20230721 123357	0	0	auto	depthwise	256	0	7.16421936789185	0.819065847880602	0.999160497234231	486	952	18	0.599033166965014	57	0.853643045139617	435
20230721 123509	0	0	auto	depthwise	256	0	7.16421936789185	0.466129677502175	0.256662977394405	22	309	26	0.739407191913552	315	0.85604475841785	436
20230721 123557	0	0	auto	depthwise	256	0	7.16421936789185	0.348348599480792	0.203026255715768	12	59	17	0.996569443691422	140	0.856342900009719	437
20230721 123733	0	0	auto	depthwise	256	0	7.16421936789185	0.20022573667488	0.613226200618129	25	447	45	0.61069528053753	449	0.856816039300832	438
20230721 123818	0	0	auto	depthwise	256	0	7.16421936789185	0.190587164004065	0.508850671232276	513	999	13	0.569306679143653	107	0.855658899251248	439
20230721 123853	0	0	auto	depthwise	256	0	7.16421936789185	0.356054282783031	0.891579508824931	9	271	42	0.999496870748091	73	0.855663065217835	440
20230721 125722	0	0	auto	depthwise	256	0	7.16421936789185	0.0103679448707896	0.615137558341451	12	70	21	0.589850986129712	6090	0.858385824876749	441
