fecha	objective	metric	is_unbalance	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ganancia	iteracion
20230718 034031	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.181058361610412	0.656844644519151	847	952	0.81034684730542	11
20230718 034400	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	28	TRUE	491	0.14802203836538	0.540758145118889	206	91	0.805151100942069	12
20230718 034849	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	13	TRUE	491	0.0546969264102518	0.874502146444865	2135	628	0.802004482807818	13
20230718 035307	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	68	TRUE	491	0.24173042918148	0.338447100637131	2336	854	0.801804006381522	14
20230718 035518	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.292594282283244	0.851081690160208	1994	42	0.808440498419099	15
20230718 043724	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	908	TRUE	491	0.0131791640716983	0.40367732415616	484	710	0.803559266808398	16
20230718 044032	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	19	TRUE	491	0.181934789328211	0.790027238503143	900	995	0.805114492087124	17
20230718 044455	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	63	TRUE	491	0.192831135080088	0.612708217501617	1097	1002	0.804243119147202	18
20230718 045028	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	78	TRUE	491	0.0945061275589769	0.856952998349769	2737	31	0.803090719002601	19
20230718 045251	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	2	TRUE	491	0.23549634616577	0.778124962086906	1379	518	0.805084059886008	20
20230718 045525	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.197993953696517	0.658698792820115	804	914	0.804009345367748	21
20230718 045913	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	45	TRUE	491	0.189691420743425	0.515129533866351	2097	67	0.804045404996002	22
20230718 050935	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	241	TRUE	491	0.11737853058245	0.462123574763653	2806	446	0.803589525272506	23
20230718 051335	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	56	TRUE	491	0.246483563299961	0.352188492066995	2728	707	0.803512281218306	24
20230718 051606	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.201821346645176	0.616157488616835	1341	942	0.808459410977424	25
20230718 052422	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	146	TRUE	491	0.0728890250313876	0.434580642522452	990	408	0.80448322098038	26
20230718 053057	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	79	TRUE	491	0.0757340852260054	0.433883406245848	113	898	0.799338837224226	27
20230718 053519	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	33	TRUE	491	0.0938928469889669	0.50023232364431	494	540	0.802785431759613	28
20230718 053751	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.209892108110527	0.571984686694923	2230	159	0.807498113943891	29
20230718 054019	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.258042095712518	0.651882834843197	83	612	0.802823898385596	30
20230718 054302	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	18	TRUE	491	0.251453817250381	0.969656126690539	2672	91	0.802937072122372	31
20230718 054529	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.220972911813168	0.689827136979601	2028	834	0.805239991541247	32
20230718 054931	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	39	TRUE	491	0.143744129359258	0.909824929855764	709	967	0.800984742390396	33
20230718 055144	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.282000917330665	0.874908071758994	2832	755	0.80234815053279	34
20230718 055411	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.2120209368781	0.735631114323391	2762	303	0.803463780794895	35
20230718 060137	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	150	TRUE	491	0.13863781523968	0.386747589349886	1081	547	0.805338837917473	36
20230718 060510	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	11	TRUE	491	0.106816050397436	0.537799700223352	282	556	0.805167690674675	37
20230718 060759	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	15	TRUE	491	0.1987498310739	0.523821773321927	2934	685	0.802638394868489	38
20230718 061113	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	34	TRUE	491	0.273366469162405	0.518228474533092	1895	935	0.804754780916391	39
